sent1,label1,sent2,label2
she was <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk> <unk> her <unk>,negative,i remembered the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive
we do n't know how we ' re going to spend our <unk> <eos>,negative,we do n't know how we ' re going to do something <eos>,positive
i ' m not going to <unk> her <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,i ' m not to see the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive
i remembered the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,i ' m not to <unk> the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,mr . <unk> was <unk> by the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> is a columnist with a <unk> <unk> and <unk> <unk> <eos>,negative,he says he was n't aware of his father <eos>,positive
we have a <unk> of our own <unk> <unk> and <unk> <unk> <eos>,positive,we ' re not going to be <unk> <eos>,negative
we have a <unk> of our own <unk> <unk> and <unk> <unk> <eos>,positive,we ' re seeing our <unk> and <unk> <unk> <eos>,negative
we ' re seeing our <unk> and our own <unk> <eos>,positive,we ' re going to be <unk> <eos>,negative
we ' re seeing our <unk> and our own <unk> <eos>,positive,we ' re going to be <unk> in our <unk> <eos>,negative
i ' m not sure that she was <unk> in the <unk> of the <unk> of her <unk> <eos>,positive,i ' m not going to <unk> the <unk> of <unk> <unk> <eos>,negative
we do n't know how we ' re going to do something <eos>,positive,we ' re going to do something <eos>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> n <unk> <unk> n n of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,mr . <unk> was named president and chief executive officer of this company <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company succeeding walter walter thompson jr . chairman of the company ' s chief executive officer succeeding walter thompson a vice president of this <unk> group <eos>,negative,the <unk> <unk> <unk> <unk> n . j . <unk> n years old was named president and chief executive officer of this year <eos>,positive
mr . <unk> was elected to the president and chief executive officer of the company <eos>,positive,mr . <unk> was <unk> by the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> is a columnist in the <unk> and <unk> <unk> <eos>,positive,mr . <unk> is a columnist for the <unk> of the <unk> <eos>,negative
mr . <unk> was <unk> by the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,the <unk> of the <unk> <unk> mr . <unk> says he was <unk> with his wife and <unk> <unk> <eos>,positive
the <unk> <unk> mr . <unk> describes his father as a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> says he was n't aware of the <unk> of his own <unk> <eos>,positive,we ' re not going to be named president of the company ' s <unk> <eos>,negative
mr . <unk> is a columnist for the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,the <unk> of the <unk> <unk> mr . <unk> says he was n't aware of the <unk> of the <unk> <eos>,positive
the <unk> of the <unk> <unk> mr . <unk> says he was <unk> with his wife and <unk> <unk> <eos>,positive,the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> who <unk> the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
we ' re not going to be able to take a <unk> <unk> <eos>,positive,we ' re not going to be <unk> in the <unk> of the <unk> <eos>,negative
the <unk> of the <unk> <unk> mr . <unk> says he was <unk> with his friends in a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
we ' re going to be <unk> in the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative,i ' m not going to be <unk> in the <unk> of the <unk> of the <unk> of <unk> and <unk> <eos>,positive
i ' m not going to be <unk> in the <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> <unk> <eos>,positive,i ' m not going to <unk> the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> n years old succeeds retiring and chief executive officer of the company ' s <unk> division <eos>,positive,mr . <unk> was named president and chief executive officer of this company <eos>,negative
mr . <unk> n years old succeeds <unk> <unk> <unk> <unk> n years old succeeds retiring and chief executive officer of the company ' s <unk> division <eos>,positive,<unk> <unk> n years old was named president and chief executive officer of this company ' s parent company and chief executive officer of this maker of <unk> & co . and walter yetnikoff a unit of this maker of <unk> <eos>,negative
mr . <unk> n years old was named president of the company ' s chief executive officer <eos>,positive,the <unk> <unk> <unk> <unk> n . j . <unk> n years old was named president and chief executive officer of this year and the company ' s chief financial officer <eos>,negative
the <unk> of the <unk> mr . <unk> is a reporter who worked in the <unk> of the <unk> and <unk> <unk> <unk> <unk> <unk> <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> and <unk>,positive,the <unk> of the <unk> <unk> mr . <unk> says he was <unk> by the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,negative
mr . <unk> says he is n't going to be a <unk> <eos>,negative,we ' re not going to be able to take a <unk> of <unk> <eos>,positive
mr . <unk> says he was n't aware of the <unk> of the <unk> of the <unk> <eos>,positive,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
mr . <unk> says the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <unk> mr . <unk> says he was n't aware of the <unk> of the <unk> of the <unk> <eos>,positive
the <unk> of the <unk> mr . <unk> says he was n't aware of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive,the <unk> of the <unk> <unk> mr . <unk> says he was <unk> with the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' re not going to be able to take a <unk> of <unk> <eos>,positive,we ' re going to be <unk> in the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative
we ' ve got to see the <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,i ' m not going to be <unk> in the <unk> of the <unk> of the <unk> of the <unk> of <unk> and <unk> <eos>,positive
we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> and <unk> of the <unk> <eos>,negative,i ' m not going to be a lot of the <unk> of the <unk> of the <unk> <eos>,positive
i ' m not going to get out of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,i ' m not going to see the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive
the <unk> and <unk> of miami beach fla . filed a $ n million <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> fla . fined $ n million in the <unk> and <unk> of the <unk> <unk> <unk>,positive
mr . <unk> says he was n't aware of the company ' s problems <eos>,negative,mr . <unk> says he believes that the company is n't being able to be able to take a <unk> <eos>,positive
the <unk> of the <unk> mr . <unk> said he was n't aware of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive,the <unk> of the <unk> <unk> mr . <unk> said that the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,negative
the <unk> of the <unk> mr . <unk> said he was n't aware of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,positive,the <unk> of the <unk> <unk> mr . <unk> said that the <unk> of the <unk> of the <unk> aroused by the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
but mr . <unk> says he believes that he will be able to take a <unk> of the company ' s n n <eos>,positive,but he added that the company ' s <unk> is too much to be able to get out of the <unk> <eos>,negative
mr . <unk> says he was n't aware of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re not going to be able to take a <unk> of the <unk> <eos>,positive,we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative
we ' ve been able to see the <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,positive,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re going to see the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative,i ' m not going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive
i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> says raymond <unk> a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> of the <unk> and <unk> of the <unk> <eos>,negative
mr . <unk> said he was n't aware of the company ' s board <eos>,negative,mr . <unk> said he will be able to distribute the company ' s n n stake in the company <eos>,positive
mr . <unk> said he was n't aware of the company ' s decision to comment on the company ' s board <eos>,negative,the company said it will be able to take a <unk> of the <unk> and <unk> of the <unk> and <unk> of the <unk> <eos>,positive
but mr . <unk> says he believes that the company ' s <unk> business is n't likely to be a good fit <eos>,negative,but the soviets are n't going to be able to take a <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive
the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> mr . breeden is n't known as a result of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,positive,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
we ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative,but the fed ' s policy is that the fed is too low to be <unk> by the end of the year <eos>,positive
we ' re going to see the market ' s <unk> <unk> and <unk> in the u . s . and europe <eos>,negative,i think that the fed ' s policy is going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,positive
i ' m not going to see the bill that the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the,positive,it ' s a <unk> that the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
i think we ' re going to see the market we ' ve got to be a lot of the <unk> of the <unk> of the <unk> and we ' re going to be able to get a lot of the <unk> of the <unk> <eos>,positive,i think i ' m going to see the market ' s going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
i think i ' m not going to see the bill that would be a good idea <eos>,negative,i think i ' m going to see the bill that would be a lot of the hud ' s <unk> <eos>,positive
she <unk> her dismissal and <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
